{'num': 1, 'origin_lang': '&', 'pronun_list': '앤드'},
{'num': 14806, 'origin_lang': 'filler', 'pronun_list': '필러'},
{'num': 14807, 'origin_lang': 'fillet', 'pronun_list': '필릿'},
{'num': 14808, 'origin_lang': 'fillet', 'pronun_list': '필레트'},
{'num': 14809, 'origin_lang': 'fillet', 'pronun_list': '필렛'},
{'num': 14810, 'origin_lang': 'filling', 'pronun_list': '필링'},
{'num': 14811, 'origin_lang': 'fillrate', 'pronun_list': '필레이트'},
{'num': 14812, 'origin_lang': 'film', 'pronun_list': '필름'},
{'num': 14813, 'origin_lang': 'film', 'pronun_list': '필림'},
{'num': 14814, 'origin_lang': 'filmograph', 'pronun_list': '필모그래프'},
{'num': 14815, 'origin_lang': 'filmography', 'pronun_list': '필모그래피'},
{'num': 14816, 'origin_lang': 'filmon', 'pronun_list': '필몬'},
{'num': 14817, 'origin_lang': 'filmophon', 'pronun_list': '필모폰'},
{'num': 14818, 'origin_lang': 'films', 'pronun_list': '필름'},
{'num': 14819, 'origin_lang': 'filmstrip', 'pronun_list': '필름스트립'},
{'num': 14820, 'origin_lang': 'filovirus', 'pronun_list': '필로바이러스'},
{'num': 14821, 'origin_lang': 'filter', 'pronun_list': '필터'},
{'num': 14822, 'origin_lang': 'filtering', 'pronun_list': '필터링'},
{'num': 14823, 'origin_lang': 'fin', 'pronun_list': '핀'},
{'num': 14824, 'origin_lang': 'final', 'pronun_list': '파이널'},
{'num': 14825, 'origin_lang': 'finale', 'pronun_list': '피날레'},
{'num': 14826, 'origin_lang': 'finalist', 'pronun_list': '파이널리스트'},
{'num': 14827, 'origin_lang': 'finance', 'pronun_list': '파이낸스'},
{'num': 14828, 'origin_lang': 'financial', 'pronun_list': '파이낸셜'},
{'num': 14829, 'origin_lang': 'financing', 'pronun_list': '파이낸싱'},
{'num': 14830, 'origin_lang': 'finasteride', 'pronun_list': '피나스테라이드'},
{'num': 14831, 'origin_lang': 'finasteride', 'pronun_list': '피나스테리드'},
{'num': 14832, 'origin_lang': 'find', 'pronun_list': '파인드'},
{'num': 14833, 'origin_lang': 'finder', 'pronun_list': '파인더'},
{'num': 14834, 'origin_lang': 'finding', 'pronun_list': '파인딩'},
{'num': 14835, 'origin_lang': 'fine', 'pronun_list': '파인'},
{'num': 14836, 'origin_lang': 'finer', 'pronun_list': '파이너'},
{'num': 14837, 'origin_lang': 'fines', 'pronun_list': '파인'},
{'num': 14838, 'origin_lang': 'fines', 'pronun_list': '파인스'},
{'num': 14839, 'origin_lang': 'finger', 'pronun_list': '핑거'},
{'num': 14840, 'origin_lang': 'fingerboard', 'pronun_list': '핑거보드'},
{'num': 14841, 'origin_lang': 'fingered', 'pronun_list': '핑거드'},
{'num': 14842, 'origin_lang': 'fingering', 'pronun_list': '핑거링'},
{'num': 14843, 'origin_lang': 'fingerprint', 'pronun_list': '핑거프린트'},
{'num': 14844, 'origin_lang': 'fingertip', 'pronun_list': '핑거팁'},
{'num': 14845, 'origin_lang': 'finial', 'pronun_list': '피니얼'},
{'num': 14846, 'origin_lang': 'finish', 'pronun_list': '피니시'},
{'num': 14847, 'origin_lang': 'finishability', 'pronun_list': '피니셔빌리티'},
{'num': 14848, 'origin_lang': 'finished', 'pronun_list': '피니시트'},
{'num': 14849, 'origin_lang': 'finished', 'pronun_list': '피니시'},
{'num': 14850, 'origin_lang': 'finisher', 'pronun_list': '피니셔'},
{'num': 14851, 'origin_lang': 'finishing', 'pronun_list': '피니싱'},
{'num': 14852, 'origin_lang': 'fintech', 'pronun_list': '핀테크'},
{'num': 14853, 'origin_lang': 'fipronil', 'pronun_list': '피프로닐'},
{'num': 14854, 'origin_lang': 'fire', 'pronun_list': '파이어'},
{'num': 14855, 'origin_lang': 'fire', 'pronun_list': '화이어'},
{'num': 14856, 'origin_lang': 'fireball', 'pronun_list': '파이어볼'},
{'num': 14857, 'origin_lang': 'fireballer', 'pronun_list': '파이어볼러'},
{'num': 14858, 'origin_lang': 'fireman', 'pronun_list': '파이어맨'},
{'num': 14859, 'origin_lang': 'firemans', 'pronun_list': '파이어맨즈'},
{'num': 14860, 'origin_lang': 'firenado', 'pronun_list': '파이어네이도'},
{'num': 14861, 'origin_lang': 'fires', 'pronun_list': '파이어스'},
{'num': 14862, 'origin_lang': 'firewire', 'pronun_list': '파이어와이어'},
{'num': 14863, 'origin_lang': 'firm', 'pronun_list': '펌'},
{'num': 14864, 'origin_lang': 'firmware', 'pronun_list': '펌웨어'},
{'num': 14865, 'origin_lang': 'first', 'pronun_list': '퍼스트'},
{'num': 14866, 'origin_lang': 'fiscal', 'pronun_list': '피스컬'},
{'num': 14867, 'origin_lang': 'fish', 'pronun_list': '피쉬'},
{'num': 14868, 'origin_lang': 'fish', 'pronun_list': '피시'},
{'num': 14869, 'origin_lang': 'fishbone', 'pronun_list': '피시본'},
{'num': 14870, 'origin_lang': 'fisherman', 'pronun_list': '피셔맨'},
{'num': 14871, 'origin_lang': 'fishflation', 'pronun_list': '피시플레이션'},
{'num': 14872, 'origin_lang': 'fishing', 'pronun_list': '피싱'},
{'num': 14873, 'origin_lang': 'fishmouth', 'pronun_list': '피시마우스'},
{'num': 14874, 'origin_lang': 'fishnet', 'pronun_list': '피시네트'},
{'num': 14875, 'origin_lang': 'fishplate', 'pronun_list': '피시플레이트'},
{'num': 14876, 'origin_lang': 'fishwife', 'pronun_list': '피시와이프'},
{'num': 14877, 'origin_lang': 'fishyback', 'pronun_list': '피시백'},
{'num': 14878, 'origin_lang': 'fist', 'pronun_list': '피스트'},
{'num': 14879, 'origin_lang': 'fist', 'pronun_list': '휘스'},
{'num': 14880, 'origin_lang': 'fit', 'pronun_list': '피트'},
{'num': 14881, 'origin_lang': 'fit', 'pronun_list': '핏'},
{'num': 14882, 'origin_lang': 'fitness', 'pronun_list': '피트니스'},
{'num': 14883, 'origin_lang': 'fitness', 'pronun_list': '휘트니스'},
{'num': 14884, 'origin_lang': 'fitspiration', 'pronun_list': '핏스피레이션'},
{'num': 14885, 'origin_lang': 'fitted', 'pronun_list': '피티드'},
{'num': 14886, 'origin_lang': 'fitter', 'pronun_list': '피터'},
{'num': 14887, 'origin_lang': 'fitting', 'pronun_list': '피팅'},
{'num': 14888, 'origin_lang': 'five', 'pronun_list': '파이브'},
{'num': 14889, 'origin_lang': 'fix', 'pronun_list': '픽스'},
{'num': 14890, 'origin_lang': 'fixative', 'pronun_list': '픽서티브'},
{'num': 14891, 'origin_lang': 'fixer', 'pronun_list': '픽서'},
{'num': 14892, 'origin_lang': 'fixing', 'pronun_list': '픽싱'},
{'num': 14893, 'origin_lang': 'fizz', 'pronun_list': '피즈'},
{'num': 14894, 'origin_lang': 'flag', 'pronun_list': '플래그'},
{'num': 14895, 'origin_lang': 'flag', 'pronun_list': '플레그'},
{'num': 14896, 'origin_lang': 'flagellation', 'pronun_list': '플라질레이션'},
{'num': 14897, 'origin_lang': 'flagellin', 'pronun_list': '플라젤린'},
{'num': 14898, 'origin_lang': 'flageolet', 'pronun_list': '플래절렛'},
{'num': 14899, 'origin_lang': 'flagrant', 'pronun_list': '플레그런트'},
{'num': 14900, 'origin_lang': 'flagship', 'pronun_list': '플래그십'},
{'num': 14901, 'origin_lang': 'flake', 'pronun_list': '플레이크'},
{'num': 14902, 'origin_lang': 'flaking', 'pronun_list': '플레이킹'},
{'num': 14903, 'origin_lang': 'flam', 'pronun_list': '플램'},
{'num': 14904, 'origin_lang': 'flamacue', 'pronun_list': '플라마큐'},
{'num': 14905, 'origin_lang': 'flame', 'pronun_list': '플레임'},
{'num': 14906, 'origin_lang': 'flaming', 'pronun_list': '플레이밍'},
{'num': 14907, 'origin_lang': 'flamingo', 'pronun_list': '플라밍고'},
{'num': 14908, 'origin_lang': 'flange', 'pronun_list': '플랜지'},
{'num': 14909, 'origin_lang': 'flange', 'pronun_list': '프랜지'},
{'num': 14910, 'origin_lang': 'flanger', 'pronun_list': '플랜저'},
{'num': 14911, 'origin_lang': 'flanging', 'pronun_list': '플랜징'},
{'num': 14912, 'origin_lang': 'flannel', 'pronun_list': '플란넬'},
{'num': 14913, 'origin_lang': 'flannelette', 'pronun_list': '플란넬렛'},
{'num': 14914, 'origin_lang': 'flano', 'pronun_list': '플라노'},
{'num': 14915, 'origin_lang': 'flap', 'pronun_list': '플랩'},
{'num': 14916, 'origin_lang': 'flaperon', 'pronun_list': '플랩퍼론'},
{'num': 14917, 'origin_lang': 'flapjack', 'pronun_list': '플랩잭'},
{'num': 14918, 'origin_lang': 'flapper', 'pronun_list': '플래퍼'},
{'num': 14919, 'origin_lang': 'flapping', 'pronun_list': '플래핑'},
{'num': 14920, 'origin_lang': 'flare', 'pronun_list': '플레어'},
{'num': 14921, 'origin_lang': 'flared', 'pronun_list': '플레어드'},
{'num': 14922, 'origin_lang': 'flared', 'pronun_list': '플레어'},
{'num': 14923, 'origin_lang': 'flares', 'pronun_list': '플레어스'},
{'num': 14924, 'origin_lang': 'flash', 'pronun_list': '플래시'},
{'num': 14925, 'origin_lang': 'flash', 'pronun_list': '플래쉬'},
{'num': 14926, 'origin_lang': 'flash', 'pronun_list': '후래쉬'},
{'num': 14927, 'origin_lang': 'flash', 'pronun_list': '후레쉬'},
{'num': 14928, 'origin_lang': 'flash', 'pronun_list': '후레시'},
{'num': 14929, 'origin_lang': 'flashback', 'pronun_list': '플래쉬백'},
{'num': 14930, 'origin_lang': 'flashback', 'pronun_list': '플래시백'},
{'num': 14931, 'origin_lang': 'flasher', 'pronun_list': '플래셔'},
{'num': 14932, 'origin_lang': 'flashgun', 'pronun_list': '플래시건'},
{'num': 14933, 'origin_lang': 'flashing', 'pronun_list': '플래싱'},
{'num': 14934, 'origin_lang': 'flashing', 'pronun_list': '후레싱'},
{'num': 14935, 'origin_lang': 'flashlight', 'pronun_list': '플래시라이트'},
{'num': 14936, 'origin_lang': 'flashover', 'pronun_list': '플래시오버'},
{'num': 14937, 'origin_lang': 'flashpacker', 'pronun_list': '플래시패커'},
{'num': 14938, 'origin_lang': 'flask', 'pronun_list': '플라스크'},
{'num': 14939, 'origin_lang': 'flat', 'pronun_list': '플랫'},
{'num': 14940, 'origin_lang': 'flat', 'pronun_list': '플렛'},
{'num': 14941, 'origin_lang': 'flat', 'pronun_list': '플래트'},
{'num': 14942, 'origin_lang': 'flatliner', 'pronun_list': '플랫라이너'},
{'num': 14943, 'origin_lang': 'flavedo', 'pronun_list': '플라베도'},
{'num': 14944, 'origin_lang': 'flavin', 'pronun_list': '플래빈'},
{'num': 14945, 'origin_lang': 'flavobacterium', 'pronun_list': '플라보박테륨'},
{'num': 14946, 'origin_lang': 'flavolignan', 'pronun_list': '플라보리그난'},
{'num': 14947, 'origin_lang': 'flavone', 'pronun_list': '플라본'},
{'num': 14948, 'origin_lang': 'flavonoid', 'pronun_list': '플라보노이드'},
{'num': 14949, 'origin_lang': 'flavonol', 'pronun_list': '플라보놀'},
{'num': 14950, 'origin_lang': 'flavor', 'pronun_list': '플레이버'},
{'num': 14951, 'origin_lang': 'flavors', 'pronun_list': '플레이버스'},
{'num': 14952, 'origin_lang': 'flavoxanthin', 'pronun_list': '플라보크산틴'},
{'num': 14953, 'origin_lang': 'flavoxate', 'pronun_list': '플라복세이트'},
{'num': 14954, 'origin_lang': 'flayed', 'pronun_list': '플레이드'},
{'num': 14955, 'origin_lang': 'flea', 'pronun_list': '플리'},
{'num': 14956, 'origin_lang': 'flecainide', 'pronun_list': '플레카나이드'},
{'num': 14957, 'origin_lang': 'flecainide', 'pronun_list': '플레카이니드'},
{'num': 14958, 'origin_lang': 'flechette', 'pronun_list': '프레이셰트'},
{'num': 14959, 'origin_lang': 'fleck', 'pronun_list': '플랙'},
{'num': 14960, 'origin_lang': 'fleck', 'pronun_list': '플렉'},
{'num': 14961, 'origin_lang': 'flecked', 'pronun_list': '플렉트'},
{'num': 14962, 'origin_lang': 'fleece', 'pronun_list': '플리스'},
{'num': 14963, 'origin_lang': 'fleet', 'pronun_list': '프리트'},
{'num': 14964, 'origin_lang': 'fleet', 'pronun_list': '플리트'},
{'num': 14965, 'origin_lang': 'flemish', 'pronun_list': '플레미시'},
{'num': 14966, 'origin_lang': 'flerovium', 'pronun_list': '플레로븀'},
{'num': 14967, 'origin_lang': 'flesh', 'pronun_list': '플레시'},
{'num': 14968, 'origin_lang': 'fletch', 'pronun_list': '플레치'},
{'num': 14969, 'origin_lang': 'flex', 'pronun_list': '플렉스'},
{'num': 14970, 'origin_lang': 'flexecutive', 'pronun_list': '플렉세큐티브'},
{'num': 14971, 'origin_lang': 'flexed', 'pronun_list': '플렉스트'},
{'num': 14972, 'origin_lang': 'flexed', 'pronun_list': '플렉시드'},
{'num': 14973, 'origin_lang': 'flexibility', 'pronun_list': '플렉시빌리티'},
{'num': 14974, 'origin_lang': 'flexible', 'pronun_list': '플렉시블'},
{'num': 14975, 'origin_lang': 'flexible', 'pronun_list': '플렉서블'},
{'num': 14976, 'origin_lang': 'flexion', 'pronun_list': '플렉션'},
{'num': 14977, 'origin_lang': 'flexitarian', 'pronun_list': '플렉시테리언'},
{'num': 14978, 'origin_lang': 'flexneri', 'pronun_list': '플렉스너리'},
{'num': 14979, 'origin_lang': 'flexography', 'pronun_list': '플렉소그래피'},
{'num': 14980, 'origin_lang': 'flexor', 'pronun_list': '플랙서'},
{'num': 14981, 'origin_lang': 'flick', 'pronun_list': '플릭'},
{'num': 14982, 'origin_lang': 'flick', 'pronun_list': '플리크'},
{'num': 14983, 'origin_lang': 'flicker', 'pronun_list': '플리커'},
{'num': 14984, 'origin_lang': 'flies', 'pronun_list': '플라이즈'},
{'num': 14985, 'origin_lang': 'flight', 'pronun_list': '플라이트'},
{'num': 14986, 'origin_lang': 'flighting', 'pronun_list': '플라이팅'},
{'num': 14987, 'origin_lang': 'flim', 'pronun_list': '필름'},
{'num': 14988, 'origin_lang': 'fling', 'pronun_list': '플링'},
{'num': 14989, 'origin_lang': 'flinger', 'pronun_list': '플링거'},
{'num': 14990, 'origin_lang': 'flinging', 'pronun_list': '플링잉'},
{'num': 14991, 'origin_lang': 'flint', 'pronun_list': '플린트'},
{'num': 14992, 'origin_lang': 'flip', 'pronun_list': '플립'},
{'num': 14993, 'origin_lang': 'flippase', 'pronun_list': '플립파아제'},
{'num': 14994, 'origin_lang': 'flipper', 'pronun_list': '플릿퍼'},
{'num': 14995, 'origin_lang': 'flipping', 'pronun_list': '플리핑'},
{'num': 14996, 'origin_lang': 'flipping', 'pronun_list': '플립핑'},
{'num': 14997, 'origin_lang': 'flippy', 'pronun_list': '플리피'},
{'num': 14998, 'origin_lang': 'flit', 'pronun_list': '플리트'},
{'num': 14999, 'origin_lang': 'flitch', 'pronun_list': '플리치'},
{'num': 15000, 'origin_lang': 'float', 'pronun_list': '플로트'},
{'num': 15001, 'origin_lang': 'float', 'pronun_list': '플롯'},
{'num': 15002, 'origin_lang': 'float', 'pronun_list': '프로우트'},
{'num': 15003, 'origin_lang': 'floater', 'pronun_list': '플로터'},
{'num': 15004, 'origin_lang': 'floating', 'pronun_list': '플로팅'},
{'num': 15005, 'origin_lang': 'flocculation', 'pronun_list': '플라큘레이션'},
{'num': 15006, 'origin_lang': 'flocculation', 'pronun_list': '플로큘레이션'},
{'num': 15007, 'origin_lang': 'flocculator', 'pronun_list': '플로큐레이터'},
{'num': 15008, 'origin_lang': 'flock', 'pronun_list': '플록'},
{'num': 15009, 'origin_lang': 'flocking', 'pronun_list': '프로킹'},
{'num': 15010, 'origin_lang': 'flocking', 'pronun_list': '플로킹'},
{'num': 15011, 'origin_lang': 'flocky', 'pronun_list': '플로키'},
{'num': 15012, 'origin_lang': 'flocoumafen', 'pronun_list': '프로코우마펜'},
{'num': 15013, 'origin_lang': 'flocoumafen', 'pronun_list': '플로쿠마펜'},
{'num': 15014, 'origin_lang': 'flon', 'pronun_list': '플론'},
{'num': 15015, 'origin_lang': 'flood', 'pronun_list': '플러드'},
{'num': 15016, 'origin_lang': 'flooding', 'pronun_list': '플러딩'},
{'num': 15017, 'origin_lang': 'floodlight', 'pronun_list': '플러드라이트'},
{'num': 15018, 'origin_lang': 'floor', 'pronun_list': '플로어'},
{'num': 15019, 'origin_lang': 'floorball', 'pronun_list': '플로어볼'},
{'num': 15020, 'origin_lang': 'flooring', 'pronun_list': '플로링'},
{'num': 15021, 'origin_lang': 'flooring', 'pronun_list': '플로어링'},
{'num': 15022, 'origin_lang': 'flop', 'pronun_list': '플롭'},
{'num': 15023, 'origin_lang': 'flop', 'pronun_list': '플랍'},
{'num': 15024, 'origin_lang': 'flopper', 'pronun_list': '플로퍼'},
{'num': 15025, 'origin_lang': 'flopping', 'pronun_list': '플라핑'},
{'num': 15026, 'origin_lang': 'floppy', 'pronun_list': '플로피'},
{'num': 15027, 'origin_lang': 'floptical', 'pronun_list': '플롭티컬'},
{'num': 15028, 'origin_lang': 'flora', 'pronun_list': '플로라'},
{'num': 15029, 'origin_lang': 'floral', 'pronun_list': '플로랄'},
{'num': 15030, 'origin_lang': 'floral', 'pronun_list': '플로럴'},
{'num': 15031, 'origin_lang': 'florigen', 'pronun_list': '플로리겐'},
{'num': 15032, 'origin_lang': 'florist', 'pronun_list': '플로리스트'},
{'num': 15033, 'origin_lang': 'floss', 'pronun_list': '플로스'},
{'num': 15034, 'origin_lang': 'flotation', 'pronun_list': '플로테이션'},
{'num': 15035, 'origin_lang': 'flounce', 'pronun_list': '플라운스'},
{'num': 15036, 'origin_lang': 'flour', 'pronun_list': '플라워'},
{'num': 15037, 'origin_lang': 'flow', 'pronun_list': '플로'},
{'num': 15038, 'origin_lang': 'flow', 'pronun_list': '플로우'},
{'num': 15039, 'origin_lang': 'flower', 'pronun_list': '플라워'},
{'num': 15040, 'origin_lang': 'flowerpot', 'pronun_list': '플라워포트'},
{'num': 15041, 'origin_lang': 'flowers', 'pronun_list': '플라워스'},
{'num': 15042, 'origin_lang': 'flowing', 'pronun_list': '플로잉'},
{'num': 15043, 'origin_lang': 'flu', 'pronun_list': '플루'},
{'num': 15044, 'origin_lang': 'fluazinam', 'pronun_list': '플루아지남'},
{'num': 15045, 'origin_lang': 'fluconazole', 'pronun_list': '플루코나졸'},
{'num': 15046, 'origin_lang': 'flucythrinate', 'pronun_list': '플루사이트린에이트'},
{'num': 15047, 'origin_lang': 'flucytosine', 'pronun_list': '플루시토신'},
{'num': 15048, 'origin_lang': 'fludarabine', 'pronun_list': '플루다라빈'},
{'num': 15049, 'origin_lang': 'fludioxonil', 'pronun_list': '플루디옥소닐'},
{'num': 15050, 'origin_lang': 'fludrocortisone', 'pronun_list': '플루드로코티손'},
{'num': 15051, 'origin_lang': 'fluence', 'pronun_list': '플루언스'},
{'num': 15052, 'origin_lang': 'fluence', 'pronun_list': '플루엔스'},
{'num': 15053, 'origin_lang': 'fluent', 'pronun_list': '플루언트'},
{'num': 15054, 'origin_lang': 'fluff', 'pronun_list': '플러프'},
{'num': 15055, 'origin_lang': 'flugun', 'pronun_list': '플루건'},
{'num': 15056, 'origin_lang': 'fluid', 'pronun_list': '플루이드'},
{'num': 15057, 'origin_lang': 'fluidizer', 'pronun_list': '플루다이저'},
{'num': 15058, 'origin_lang': 'fluidizer', 'pronun_list': '플루이다이저'},
{'num': 15059, 'origin_lang': 'fluke', 'pronun_list': '플루크'},
{'num': 15060, 'origin_lang': 'flumazenil', 'pronun_list': '플루마제닐'},
{'num': 15061, 'origin_lang': 'flume', 'pronun_list': '플로움'},
{'num': 15062, 'origin_lang': 'fluminorex', 'pronun_list': '플루미노렉스'},
{'num': 15063, 'origin_lang': 'flunarizine', 'pronun_list': '플루나리진'},
{'num': 15064, 'origin_lang': 'flunoxaprofen', 'pronun_list': '플루녹사프로펜'},
{'num': 15065, 'origin_lang': 'fluocinonide', 'pronun_list': '플루오시노니드'},
{'num': 15066, 'origin_lang': 'fluorescamine', 'pronun_list': '플루오레사민'},
{'num': 15067, 'origin_lang': 'fluoresceine', 'pronun_list': '플루오레세인'},
{'num': 15068, 'origin_lang': 'fluorine', 'pronun_list': '플루오린'},
{'num': 15069, 'origin_lang': 'fluoroacetamide', 'pronun_list': '플루오로아세트아미드'},
{'num': 15070, 'origin_lang': 'fluorography', 'pronun_list': '플루오로그래피'},
{'num': 15071, 'origin_lang': 'fluorometholone', 'pronun_list': '플루오로메톨론'},
{'num': 15072, 'origin_lang': 'fluoroquinolone', 'pronun_list': '플로르퀴놀론'},
{'num': 15073, 'origin_lang': 'fluorouracil', 'pronun_list': '플루오로우라실'},
{'num': 15074, 'origin_lang': 'fluorouracil', 'pronun_list': '플루오로유라실'},
{'num': 15075, 'origin_lang': 'fluoxetine', 'pronun_list': '플루옥세틴'},
{'num': 15076, 'origin_lang': 'fluoxymesterone', 'pronun_list': '플루옥시메스테론'},
{'num': 15077, 'origin_lang': 'fluphenazine', 'pronun_list': '플루페나진'},
{'num': 15078, 'origin_lang': 'flurandrenolide', 'pronun_list': '플루란드레놀라이드'},
{'num': 15079, 'origin_lang': 'flurbiprofen', 'pronun_list': '플루비프로펜'},
{'num': 15080, 'origin_lang': 'fluroxene', 'pronun_list': '플루록센'},
{'num': 15081, 'origin_lang': 'flush', 'pronun_list': '플러쉬'},
{'num': 15082, 'origin_lang': 'flush', 'pronun_list': '플러시'},
{'num': 15083, 'origin_lang': 'flushing', 'pronun_list': '플러싱'},
{'num': 15084, 'origin_lang': 'flusulfamide', 'pronun_list': '플루술파미드'},
{'num': 15085, 'origin_lang': 'flutamide', 'pronun_list': '플루타마이드'},
{'num': 15086, 'origin_lang': 'flutazolam', 'pronun_list': '플루타졸람'},
{'num': 15087, 'origin_lang': 'flute', 'pronun_list': '플루트'},
{'num': 15088, 'origin_lang': 'flute', 'pronun_list': '플룻'},
{'num': 15089, 'origin_lang': 'fluted', 'pronun_list': '플루티드'},
{'num': 15090, 'origin_lang': 'fluticasone', 'pronun_list': '플루티카손'},
{'num': 15091, 'origin_lang': 'fluting', 'pronun_list': '플루팅'},
{'num': 15092, 'origin_lang': 'flutist', 'pronun_list': '플루티스트'},
{'num': 15093, 'origin_lang': 'flutoprazepam', 'pronun_list': '플루토프라제팜'},
{'num': 15094, 'origin_lang': 'flutrimazole', 'pronun_list': '플루트리마졸'},
{'num': 15095, 'origin_lang': 'flutter', 'pronun_list': '플러터'},
{'num': 15096, 'origin_lang': 'fluvalinate', 'pronun_list': '플루발린에이트'},
{'num': 15097, 'origin_lang': 'fluvoxamine', 'pronun_list': '플루박서민'},
{'num': 15098, 'origin_lang': 'fluvoxamine', 'pronun_list': '플루복사민'},
{'num': 15099, 'origin_lang': 'flux', 'pronun_list': '플럭스'},
{'num': 15100, 'origin_lang': 'fluxion', 'pronun_list': '플럭션'},
{'num': 15101, 'origin_lang': 'fluxon', 'pronun_list': '플럭손'},
{'num': 15102, 'origin_lang': 'fly', 'pronun_list': '플라이'},
{'num': 15103, 'origin_lang': 'fly', 'pronun_list': '프라이'},
{'num': 15104, 'origin_lang': 'flyboy', 'pronun_list': '플라이보이'},
{'num': 15105, 'origin_lang': 'flyby', 'pronun_list': '플라이바이'},
{'num': 15106, 'origin_lang': 'flyer', 'pronun_list': '플라이어'},
{'num': 15107, 'origin_lang': 'flying', 'pronun_list': '플라잉'},
{'num': 15108, 'origin_lang': 'flyweight', 'pronun_list': '플라이웨이트'},
{'num': 15109, 'origin_lang': 'flywheel', 'pronun_list': '플라이휠'},
{'num': 15110, 'origin_lang': 'foam', 'pronun_list': '폼'},
{'num': 15111, 'origin_lang': 'foamed', 'pronun_list': '폼드'},
{'num': 15112, 'origin_lang': 'foaming', 'pronun_list': '포밍'},
{'num': 15113, 'origin_lang': 'fob', 'pronun_list': '포브'},
{'num': 15114, 'origin_lang': 'focal', 'pronun_list': '포컬'},
{'num': 15115, 'origin_lang': 'focus', 'pronun_list': '포커스'},
{'num': 15116, 'origin_lang': 'focusing', 'pronun_list': '포커싱'},
{'num': 15117, 'origin_lang': 'foes', 'pronun_list': '포스'},
{'num': 15118, 'origin_lang': 'fog', 'pronun_list': '포그'},
{'num': 15119, 'origin_lang': 'foggage', 'pronun_list': '포게이지'},
{'num': 15120, 'origin_lang': 'foggara', 'pronun_list': '포가라'},
{'num': 15121, 'origin_lang': 'foggy', 'pronun_list': '포기'},
{'num': 15122, 'origin_lang': 'foible', 'pronun_list': '포이블'},
{'num': 15123, 'origin_lang': 'foil', 'pronun_list': '호일'},
{'num': 15124, 'origin_lang': 'foil', 'pronun_list': '포일'},
{'num': 15125, 'origin_lang': 'fold', 'pronun_list': '폴드'},
{'num': 15126, 'origin_lang': 'foldable', 'pronun_list': '폴더블'},
{'num': 15127, 'origin_lang': 'folder', 'pronun_list': '폴더'},
{'num': 15128, 'origin_lang': 'folding', 'pronun_list': '폴딩'},
{'num': 15129, 'origin_lang': 'foley', 'pronun_list': '폴리'},
{'num': 15130, 'origin_lang': 'foliated', 'pronun_list': '폴리에이티드'},
{'num': 15131, 'origin_lang': 'folio', 'pronun_list': '폴리오'},
{'num': 15132, 'origin_lang': 'folk', 'pronun_list': '포크'},
{'num': 15133, 'origin_lang': 'folklore', 'pronun_list': '포클로어'},
{'num': 15134, 'origin_lang': 'folksonomy', 'pronun_list': '폭소노미'},
{'num': 15135, 'origin_lang': 'follow', 'pronun_list': '폴로'},
{'num': 15136, 'origin_lang': 'follow', 'pronun_list': '팔로'},
{'num': 15137, 'origin_lang': 'follow', 'pronun_list': '팔로우'},
{'num': 15138, 'origin_lang': 'follow', 'pronun_list': '폴로우'},
{'num': 15139, 'origin_lang': 'follow', 'pronun_list': '플로'},
{'num': 15140, 'origin_lang': 'follower', 'pronun_list': '폴로어'},
{'num': 15141, 'origin_lang': 'follower', 'pronun_list': '팔로어'},
{'num': 15142, 'origin_lang': 'follower', 'pronun_list': '팔로워'},
{'num': 15143, 'origin_lang': 'followership', 'pronun_list': '팔로워십'},
{'num': 15144, 'origin_lang': 'following', 'pronun_list': '팔로잉'},
{'num': 15145, 'origin_lang': 'folpet', 'pronun_list': '폴펫'},
{'num': 15146, 'origin_lang': 'fomation', 'pronun_list': '포메이션'},
{'num': 15147, 'origin_lang': 'fomepizole', 'pronun_list': '포르메피졸'},
{'num': 15148, 'origin_lang': 'fondaparinux', 'pronun_list': '폰다파리넉스'},
{'num': 15149, 'origin_lang': 'fondaparinux', 'pronun_list': '폰다파리눅스'},
{'num': 15150, 'origin_lang': 'font', 'pronun_list': '폰트'},
{'num': 15151, 'origin_lang': 'food', 'pronun_list': '푸드'},
{'num': 15152, 'origin_lang': 'fools', 'pronun_list': '풀스'},
{'num': 15153, 'origin_lang': 'foot', 'pronun_list': '푸트'},
{'num': 15154, 'origin_lang': 'foot', 'pronun_list': '풋'},
{'num': 15155, 'origin_lang': 'footage', 'pronun_list': '푸티지'},
{'num': 15156, 'origin_lang': 'football', 'pronun_list': '풋볼'},
{'num': 15157, 'origin_lang': 'footbrake', 'pronun_list': '풋브레이크'},
{'num': 15158, 'origin_lang': 'footcandle', 'pronun_list': '푸트캔들'},
{'num': 15159, 'origin_lang': 'footed', 'pronun_list': '푸티드'},
{'num': 15160, 'origin_lang': 'footer', 'pronun_list': '푸터'},
{'num': 15161, 'origin_lang': 'foothold', 'pronun_list': '풋홀드'},
{'num': 15162, 'origin_lang': 'footing', 'pronun_list': '푸팅'},
{'num': 15163, 'origin_lang': 'footlet', 'pronun_list': '푸틀릿'},
{'num': 15164, 'origin_lang': 'footlight', 'pronun_list': '푸트라이트'},
{'num': 15165, 'origin_lang': 'footlight', 'pronun_list': '풋라이트'},
{'num': 15166, 'origin_lang': 'footmans', 'pronun_list': '풋맨스'},
{'num': 15167, 'origin_lang': 'footprint', 'pronun_list': '풋프린트'},
