english,korean
 'guidera', '기데러'
 'guides', '가이즈'
 'guidi', '기디'
 'guidice', '가이디스'
 'guiding', '가이딩'
 'guido', '구이도우'
 'guidone', '기도우니'
 'guidotti', '기도우티'
 'guidroz', '구이드로우즈'
 'guidry', '기더이'
 'guier', '가이어'
 'guiffre', '기퍼'
 'guilbault', '길보우'
 'guilbeau', '길보우'
 'guilbeault', '길보우'
 'guilbeaux', '길보우'
 'guilbert', '길버트'
 'guild', '길드'
" ""guild's""", '길즈'
 'guilder', '길더'
" ""guilder's""", '길더즈'
 'guilders', '길더즈'
 'guildhall', '길드홀'
 'guilds', '길즈'
 'guile', '가일'
 'guileless', '가일러스'
 'guiles', '가일즈'
 'guilfoil', '길포일'
 'guilford', '길퍼드'
" ""guilford's""", '길퍼즈'
 'guilfoyle', '길포일'
 'guiliani', '기리아니'
 'guiliano', '기리아노우'
 'guilin', '기린'
 'guill', '길'
 'guilla', '구이러'
 'guillaume', '기라움'
 'guillaume', '구이로움'
 'guillemette', '기러메트'
 'guillen', '기런'
 'guillermo', '기에르모우'
 'guillermo', '구이에르모우'
 'guillermo', '구이리에르모우'
 'guillet', '기레트'
 'guillette', '기레트'
 'guilliams', '구이리암즈'
 'guillory', '기러이'
 'guillot', '기로우'
 'guillotine', '기이어틴'
 'guillotine', '기러틴'
 'guillotte', '기로트'
 'guilmartin', '길마르틴'
 'guilmette', '길메트'
 'guilt', '길트'
 'guiltless', '길트리스'
 'guilty', '길티'
 'guimaraes', '기머에이즈'
 'guimond', '기만드'
 'guimont', '기만트'
 'guin', '긴'
 'guinan', '구이난'
 'guinarou', '구이나로우'
" ""guinarou's""", '구이나로우즈'
 'guindon', '긴던'
 'guinea', '기니'
 'guineas', '기니즈'
 'guiness', '기너스'
 'guiney', '기니'
 'guinier', '구이니르'
" ""guinier's""", '구이니르즈'
 'guinn', '긴'
 'guinness', '기너스'
" ""guinness's""", '기너시즈'
 'guinta', '구인터'
 'guinther', '긴더'
 'guinto', '구인토우'
 'guinyard', '기니아르드'
 'guion', '구이온'
 'guire', '가이르'
 'guise', '가이즈'
 'guises', '가이저즈'
 'guises', '가이지즈'
 'guisewite', '가이소아이트'
 'guisinger', '기신저'
 'guitar', '기타르'
 'guitarist', '기타리스트'
" ""guitarist's""", '기타리스츠'
 'guitarists', '기타리스츠'
 'guitarro', '기타로우'
" ""guitarro's""", '기타로우즈'
 'guitars', '기타르즈'
 'guiterrez', '구이테레즈'
 'guitierrez', '구이티레즈'
 'guizar', '구이자르'
 'gujarat', '기우저애트'
 'gul', '걸'
 'gula', '기우러'
 'gulag', '기우래그'
 'gulag', '구라그'
 'gulas', '기우러즈'
 'gulbrandsen', '걸브런드선'
 'gulbrandson', '걸브런드선'
 'gulbransen', '걸브런선'
 'gulbranson', '걸브런선'
 'gulbuddin', '거부딘'
" ""gulbuddin's""", '거부딘즈'
 'gulch', '걸치'
 'guldin', '걸딘'
 'gulf', '걸프'
" ""gulf's""", '걸프스'
 'gulfport', '걸프포르트'
 'gulfs', '걸프스'
 'gulfstream', '걸프스트림'
 'gulick', '기우리크'
 'gulino', '구리노우'
 'gull', '걸'
" ""gull's""", '걸즈'
 'gulla', '거러'
 'gullah', '거러'
 'gullatt', '거러트'
 'gulledge', '구리지'
 'gullet', '거러트'
 'gullett', '구리트'
 'gullette', '구레트'
 'gulley', '거리'
 'gulli', '구리'
 'gullibility', '거러비리티'
 'gullible', '거러벌'
 'gullick', '거리크'
 'gullickson', '거리크선'
 'gullies', '거리즈'
 'gulliford', '거리퍼드'
 'gullikson', '거리크선'
 'gullion', '거리언'
 'gulliver', '거리버'
 'gullo', '구로우'
 'gulls', '걸즈'
 'gully', '거리'
 'gulp', '걸프'
 'gulped', '걸프트'
 'gulping', '걸핑'
 'gulps', '걸프스'
 'gulyas', '구리어스'
 'gum', '검'
 'gumaer', '거마르'
 'gumaer', '거마우어'
 'gumbel', '검벌'
 'gumbert', '검버트'
 'gumbi', '검비'
" ""gumbi's""", '검비즈'
 'gumbiner', '검바이너'
 'gumbinger', '검비어'
 'gumbo', '검보우'
 'gumbo-limbo', '검보우림보우'
 'gumbs', '검즈'
 'gumi', '구미'
 'gumina', '구미너'
 'gumm', '검'
 'gummed', '검드'
 'gummi', '거미'
 'gummy', '거미'
 'gump', '검프'
" ""gump's""", '검프스'
 'gumpert', '검퍼트'
 'gumport', '검포르트'
 'gumpp', '검프'
 'gumption', '검프시언'
 'gums', '검즈'
 'gumshoe', '검시우'
 'gumucio', '기우미우시오우'
 'gumz', '검즈'
 'gun', '건'
" ""gun's""", '건즈'
 'gunadi', '거나디'
 'gunatilake', '구나티라케이'
 'gunboat', '건보우트'
 'gunboats', '건보우츠'
 'gunby', '건비'
 'guncotton', '건카턴'
 'gundel', '건덜'
 'gunder', '건더'
 'gunderman', '건더먼'
 'gundersen', '건더선'
 'gunderson', '건더선'
 'gundlach', '건드러크'
 'gundle', '건덜'
 'gundog', '건도그'
 'gundrum', '건드럼'
 'gundry', '건더이'
 'gundy', '건디'
 'gunfight', '건파이트'
 'gunfighter', '건파이터'
" ""gunfighter's""", '건파이터즈'
 'gunfighters', '건파이터즈'
 'gunfighting', '건파이팅'
 'gunfights', '건파이츠'
 'gunfire', '건파이어'
 'gunfire', '건파이르'
 'gunflint', '건프린트'
 'gung', '겅'
 'gunhilda', '군힐더'
 'gunia', '구니어'
 'gunkel', '겅컬'
 'gunlick', '건리크'
 'gunlicks', '건리크스'
 'gunman', '건먼'
" ""gunman's""", '건먼즈'
 'gunmen', '건멘'
 'gunn', '건'
" ""gunn's""", '건즈'
 'gunnar', '거너'
 'gunnarson', '거나르선'
 'gunned', '건드'
 'gunnell', '거널'
 'gunnells', '거널즈'
 'gunnels', '거널즈'
 'gunner', '거너'
 'gunners', '거너즈'
 'gunnerson', '거너선'
 'gunnery', '거너이'
 'gunning', '거닝'
 'gunnison', '거니선'
 'gunnoe', '거노우'
 'gunny', '거니'
 'gunnysack', '거니새크'
 'gunnysacks', '거니새크스'
 'gunpoint', '건포인트'
 'gunpowder', '건파우더'
 'gunrunner', '건러너'
 'guns', '건즈'
 'gunsalus', '건사러스'
 'gunship', '건시이프'
 'gunships', '건시이프스'
 'gunshot', '건시아트'
 'gunshots', '건시아츠'
 'gunslinger', '건스리어'
 'gunslingers', '건스리어즈'
 'gunsmoke', '건스모우크'
 'gunst', '건스트'
 'gunter', '건터'
 'gunther', '건서'
 'guntur', '건터'
 'gunty', '건티'
 'guppies', '거피즈'
 'guppy', '거피'
 'gupta', '구프터'
 'guptill', '거프틸'
 'gupton', '거프턴'
 'gura', '구러'
 'gural', '기우럴'
 'gurevich', '기우리비치'
 'gurganious', '거거니이스'
 'gurganus', '거거니스'
 'gurgle', '거걸'
 'gurgling', '거거링'
 'gurgling', '거그링'
 'gurian', '기우리언'
 'gurion', '기우리언'
 'gurit', '기우리트'
 'gurit', '구리트'
 'gurka', '거커'
 'gurkin', '거킨'
 'gurley', '거리'
 'gurnards', '거너즈'
 'gurnee', '거니'
 'gurney', '거니'
" ""gurney's""", '거니즈'
 'gurnsey', '건시'
 'gurr', '거'
 'gurria', '거이어'
 'gurrola', '구로우러'
 'gurry', '거이'
 'gurski', '거스키'
 'gursky', '거스키'
 'gurtler', '거터러'
 'gurtler', '거트러'
 'gurtner', '거트너'
 'gurtz', '거츠'
 'guru', '구루'
" ""guru's""", '구루즈'
 'gurule', '거울'
 'gurus', '구루즈'
 'gus', '거스'
 'gusciora', '구시오러'
 'guse', '기우즈'
 'gusella', '기우세러'
 'guseman', '구스먼'
 'guses', '거서즈'
 'guses', '기우지즈'
 'gush', '거슈'
 'gushed', '거슈트'
 'gusher', '거시어'
 'gushers', '거시어즈'
 'gushes', '거시이즈'
 'gushing', '거시잉'
 'gusinsky', '거신스키'
 'gusky', '거스키'
 'guslan', '구즈란'
 'gusler', '거서러'
 'gusler', '거스러'
 'gusman', '거스먼'
 'guss', '거스'
 'gussie', '거시'
 'gussied', '거시드'
 'gussman', '거스먼'
 'gussy', '거시'
 'gust', '거스트'
 'gustaf', '구스타프'
 'gustafson', '거스터프선'
 'gustafsson', '구스타프선'
 'gustav', '구스타프'
 'gustava', '구스타버'
 'gustave', '구스타비'
 'gustaveson', '구스타베이선'
 'gustavo', '거스타보우'
 'gustavson', '거스터브선'
 'gustavus', '거스터버스'
 'guste', '거스트'
 'gusted', '거스티드'
 'guster', '거스터'
 'gustin', '거스틴'
 'gusting', '거스팅'
 'gusto', '거스토우'
 'guston', '거스턴'
 'gusts', '거스츠'
 'gustus', '거스터스'
 'gusty', '거스티'
 'gut', '거트'
 'gutekunst', '거티컨스트'
 'gutenberg', '구턴버그'
 'guterman', '기우터먼'
 'gutermuth', '거터무스'
 'gutfeld', '거트펠드'
 'gutfreund', '구트프렌드'
 'guth', '구스'
 'gutherie', '거서이'
 'guthery', '거서이'
 'guthmiller', '거스미러'
 'guthridge', '거스리지'
 'guthrie', '거스리'
" ""guthrie's""", '거스리즈'
 'gutierez', '구티레즈'
 'gutierres', '구티에레즈'
 'gutierrez', '구티에레즈'
 'gutknecht', '구트네크트'
 'gutkowski', '거트코프스키'
 'gutless', '거트레스'
 'gutman', '거트먼'
 'gutmann', '거트먼'
 'gutowski', '거토프스키'
 'gutridge', '거트리지'
 'guts', '거츠'
 'gutshall', '거철'
 'gutsy', '거치'
 'gutt', '거트'
 'gutted', '거티드'
 'guttenberg', '거턴버그'
 'gutter', '거터'
 'guttered', '거터드'
 'guttering', '거터잉'
 'gutterman', '거터먼'
 'gutters', '거터즈'
 'gutting', '거팅'
 'guttmacher', '거트마커'
 'guttman', '거트먼'
 'guttmann', '거트먼'
 'guttural', '거터얼'
 'gutwaks', '거토아크스'
 'gutwein', '거토아인'
 'gutzman', '거츠먼'
 'gutzmer', '거츠머'
 'gutzwiller', '거초이러'
 'guy', '가이'
" ""guy's""", '가이즈'
 'guyana', '가이아너'
 'guyer', '가이어'
 'guyett', '가이에트'
 'guyette', '가이에트'
 'guymon', '가이먼'
 'guynes', '가인즈'
 'guynn', '가인'
 'guyon', '가이언'
 'guyot', '가이어트'
 'guys', '가이즈'
" ""guys'""", '가이즈'
 'guyton', '가이턴'
 'guza', '기우저'
 'guzek', '구제크'
 'guzik', '기우지크'
 'guzman', '거즈먼'
 'guzman', '구즈만'
 'guzowski', '거조프스키'
 'guzy', '기우지'
 'guzzardo', '구차르도우'
 'guzzetta', '구체터'
 'guzzetti', '기우제티'
 'guzzi', '구치'
 'guzzle', '거절'
 'guzzler', '거즈러'
" ""guzzler's""", '거저러즈'
" ""guzzler's""", '거즈러즈'
 'guzzlers', '거저러즈'
 'guzzlers', '거즈러즈'
 'guzzles', '거절즈'
 'guzzling', '거저링'
 'guzzling', '거즈링'
 'guzzo', '구조우'
 'gvaryahu', '거베리아후'
 'gwaltney', '구올트니'
 'gwartney', '구오르트니'
 'gway', '지웨이'
 'gway', '구에이'
 'gwen', '구엔'
 'gwenda', '구엔더'
 'gwendolyn', '구엔더린'
 'gwennie', '구에니'
 'gwenore', '구에너'
 'gwin', '구인'
 'gwinn', '구인'
" ""gwinn's""", '구인즈'
 'gwinner', '구이너'
 'gwinnett', '구이네트'
 'gwizdala', '구이즈다러'
 'gwozdz', '구아즈즈'
 'gwyn', '구인'
 'gwyneth', '구이너스'
" ""gwyneth's""", '구이너스스'
 'gwyneths', '구이너스스'
 'gwynn', '구인'
 'gwynne', '구인'
 'gyger', '가이거'
 'gyi', '지오아이아이'
 'gyi', '기'
 'gyles', '자일즈'
 'gyllenhammar', '지렌해머'
 'gym', '짐'
" ""gym's""", '짐즈'
 'gymboree', '짐보리'
 'gymnasia', '짐네이지어'
 'gymnasium', '짐네이지엄'
 'gymnasiums', '짐네이지엄즈'
 'gymnast', '짐너스트'
 'gymnastic', '짐내스티크'
 'gymnastics', '짐내스티크스'
 'gymnasts', '짐내스츠'
 'gyms', '짐즈'
 'gyn', '가인'
 'gyn', '긴'
 'gynecologic', '가이너커라지크'
 'gynecological', '가이너커라지컬'
 'gynecologist', '가이너카러저스트'
 'gynecologists', '가이너카러저스츠'
 'gynecology', '가이너카러지'
 'gynex', '지너크스'
 'gyohten', '기오우턴'
 'gyosai', '기오우세이'
 'gyp', '지프'
 'gypped', '지프트'
 'gypsies', '지프시즈'
 'gypsum', '지프섬'
" ""gypsum's""", '지프섬즈'
 'gypsy', '지프시'
 'gyr', '자이르'
 'gyrate', '자이레이트'
 'gyrated', '자이레이티드'
 'gyrates', '자이레이츠'
 'gyrating', '자이레이팅'
 'gyration', '자이레이시언'
 'gyrations', '자이레이시언즈'
 'gyro', '자이로우'
 'gyrocompass', '자이로우컴퍼스'
 'gyrodyne', '지러다인'
 'gyrodynes', '지러다인즈'
 'gyropilot', '자이로우파이러트'
 'gyros', '자이로우즈'
 'gyroscope', '자이러스코우프'
 'gyroscopes', '자이러스코우프스'
 'gyroscopic', '자이러스카피크'
 'gytha', '자이더'
 'gyuhama', '기우하머'
 'h', '에이치'
" ""h's""", '에이치즈'
 'h.', '에이치'
" ""h.'s""", '에이치즈'
 'ha', '하'
" ""ha'aretz""", '하레츠'
" ""ha'aretz""", '허아레츠'
" ""ha'etzni""", '허에츠니'
 'ha-ha', '하하'
 'ha-ha-ha', '하하하'
 'haab', '하브'
 'haack', '하크'
 'haacke', '하크'
 'haaf', '하프'
 'haag', '하그'
 'haagen', '하건'
 'haagenson', '하긴선'
 'haak', '하크'
 'haake', '하크'
 'haakenson', '하킨선'
 'haaland', '하런드'
 'haan', '한'
 'haapala', '하파러'
 'haar', '하르'
 'haas', '하스'
 'haase', '하스'
 'haass', '하스'
 'haavelmo', '하벨모우'
 'habben', '해번'
 'habeas', '해비어스'
 'habeck', '하베크'
 'habecker', '해베커'
 'habeeb', '해비브'
 'habegger', '해비거'
 'habel', '해벌'
 'habenicht', '해비니크트'
 'haber', '헤이버'
 'haberdashery', '해버대시어이'
 'haberer', '해버어'
 'haberkorn', '해버컨'
 'haberl', '해벌'
 'haberland', '해버런드'
 'haberle', '해버얼'
 'haberman', '헤이버먼'
 'habermann', '헤이버먼'
 'habermas', '하버마스'
 'habermehl', '해버멀'
 'haberson', '해버신'
 'haberson', '헤이버신'
 'haberstroh', '하베르스트로우'
 'habib', '허비브'
 'habibi', '허비비'
 'habibie', '허비비'
 'habich', '해비크'
 'habicht', '해비크트'
 'habig', '해비그'
 'habiger', '해비거'
 'habit', '해버트'
 'habitable', '해버터벌'
 'habitat', '해버태트'
" ""habitat's""", '해버태츠'
 'habitation', '해버테이시언'
 'habitats', '해버태츠'
 'habits', '해버츠'
 'habitual', '허비추얼'
 'habitually', '허비추어리'
 'habitually', '허비추리'
 'habitues', '해비추즈'
 'hable', '헤이벌'
 'habs', '해브즈'
 'habsburg', '해프스버그'
 'haby', '헤이비'
 'habyarimana', '해비아리마너'
 'habyarimana', '해비어이마나'
 'hach', '해치'
 'hachette', '허시에트'
 'hachey', '해치'
 'hachtel', '해크털'
 'hacienda', '해시엔더'
 'hack', '해크'
 'hackathon', '해커손'
 'hackathorn', '해커선'
 'hackbart', '해크바르트'
 'hackbarth', '해크바르스'
 'hackberry', '해크베리'
 'hacke', '해크'
 'hacked', '해크트'
 'hackel', '해컬'
 'hackenberg', '해컨버그'
 'hackensack', '해컨새크'
 'hacker', '해커'
" ""hacker's""", '해커즈'
 'hackers', '해커즈'
 'hackert', '해커트'
 'hackett', '해키트'
 'hackford', '해크퍼드'
 'hacking', '해킹'
 'hackl', '해컬'
 'hackle', '해컬'
 'hackleman', '해컬먼'
 'hackler', '해커러'
 'hackler', '해크러'
 'hackles', '해컬즈'
 'hackley', '해크리'
 'hackman', '해크맨'
 'hackman', '해크먼'
 'hackmann', '해크먼'
 'hackmatack', '해크머태크'
 'hackney', '해크니'
 'hackneyed', '해크니드'
 'hacks', '해크스'
 'hacksaw', '해크소'
 'hackstaff', '해크스태프'
 'hackworth', '해쿠어스'
 'had', '해드'
 'hada', '하더'
 'hadad', '해더드'
 'hadar', '해더'
 'hadaway', '하더웨이'
 'hadd', '해드'
 'haddad', '해더드'
 'haddan', '해던'
 'haddaway', '해더웨이'
 'hadden', '해던'
 'haddock', '해더크'
 'haddon', '해던'
 'haddonfield', '해던필드'
 'haddow', '해도우'
 'hade', '헤이드'
 'haden', '헤이던'
 'hader', '헤이더'
 'hades', '헤이디즈'
 'hades', '헤이즈'
 'hadfield', '해드필드'
 'hadid', '하디드'
 'hadleigh', '해드러'
 'hadler', '헤이더러'
 'hadler', '헤이드러'
 'hadley', '해드리'
 'hadline', '해드라인'
 'hadlock', '해드러크'
" ""hadn't""", '해던'
" ""hadn't""", '해던트'
 'hadnot', '해드너트'
 'hadoop', '해두프'
 'hadoya', '허도이어'
 'hadria', '해드리어'
 'hadrian', '해드리언'
 'hadrian', '헤이드리언'
" ""hadrian's""", '헤이드리언즈'
 'hadron', '해드론'
 'hadsall', '해드설'
 'hadsell', '해드설'
 'hadson', '해드선'
 'hadwin', '해도인'
 'haeberle', '헤버얼'
 'haecker', '헤커'
 'haefele', '헤펄'
 'haeffner', '헤프너'
 'haefner', '헤프너'
 'haegele', '헤걸'
 'haeger', '헤거'
 'haen', '힌'
 'haenel', '헤널'
 'haering', '하어잉'
 'haertel', '헤르털'
 'haese', '히스'
 'haessly', '해스리'
 'haeussler', '하우스러'
 'hafele', '해펄'
 'hafeman', '헤이프먼'
 'hafen', '해펀'
 'hafer', '헤이퍼'
 'hafey', '헤이피'
 'hafez', '하페즈'
 'haff', '해프'
 'haffey', '해피'
 'haffez', '하페즈'
 'haffner', '해프너'
 'hafford', '해퍼드'
 'hafif', '하피프'
" ""hafif's""", '하피프스'
 'hafley', '해프리'
 'hafner', '해프너'
 'hafnia', '해프니어'
 'hafnium', '해프니엄'
 'haft', '해프트'
" ""haft's""", '해프스'
" ""haft's""", '해프츠'
 'hafta', '해프터'
 'hafts', '해프스'
 'hafts', '해프츠'
" ""hafts'""", '해프스'
" ""hafts'""", '해프츠'
 'hag', '해그'
 'haga', '하거'
 'hagadorn', '해거도른'
 'hagaman', '해거먼'
 'hagan', '헤이건'
 'hagans', '헤이건즈'
 'hagar', '헤이가르'
 'hagar', '헤이거'
 'hagarty', '해가르티'
 'hagberg', '해그버그'
 'hage', '헤이지'
 'hagedorn', '해기던'
 'hagee', '해지'
 'hagel', '해걸'
 'hagelin', '해기린'
 'hageman', '헤이지먼'
 'hagemann', '헤이지먼'
 'hagemeier', '해기마이어'
 'hagemeister', '해기마이스터'
 'hagemeyer', '해기마이어'
 'hagen', '헤이건'
 'hagenbuch', '해긴버크'
 'hagenlocker', '헤이건라커'
 'hagenow', '해지노우'
 'hagens', '헤이건즈'
 'hager', '헤이거'
 'hagerman', '헤이거먼'
 'hagerstown', '헤이거즈타운'
 'hagerty', '해저티'
 'hagewood', '헤이조우드'
 'hagey', '해지'
 'hagfish', '해그피슈'
 'hagg', '해그'
 'haggadah', '허거더'
 'haggan', '해건'
 'haggar', '해거'
 'haggard', '해거드'
 'haggart', '해거트'
 'haggarty', '해가르티'
 'hagge', '해그'
 'haggerty', '해거티'
 'haggett', '해기트'
 'haggins', '해긴즈'
 'haggle', '해걸'
 'haggled', '해걸드'
 'haggling', '해거링'
 'haggling', '해그링'
 'hagglund', '해그런드'
 'haggstrom', '해그스트럼'
 'hagin', '해긴'
 'hagin', '해진'
 'hagins', '해진즈'
 'hagins', '해긴즈'
 'hagiography', '해기아그러피'
 'hagiwara', '하기오아러'
 'hagle', '헤이걸'
 'hagler', '해그러'
 'hagley', '해그리'
 'haglund', '해그런드'
 'hagman', '해그먼'
 'hagmann', '해그먼'
 'hagner', '해그너'
 'hagood', '해구드'
 'hagopian', '허고우피언'
 'hagstrom', '해그스트럼'
 'hague', '헤이그'
 'hagwood', '해구우드'
 'hagy', '헤이기'
 'hah', '하'
 'hahl', '할'
 'hahm', '햄'
 'hahn', '한'
 'hahne', '헤인'
 'hahner', '하너'
 'hahs', '하스'
 'haid', '헤이드'
 'haida', '하이더'
 'haidee', '헤이디'
 'haider', '헤이더'
 'haidet', '헤이디트'
 'haifa', '하이퍼'
 'haifong', '하이퐁'
 'haig', '헤이그'
" ""haig's""", '헤이그즈'
 'haigh', '헤이'
 'haight', '헤이트'
 'haigler', '헤이그러'
 'haik', '헤이크'
 'haiku', '하이쿠'
 'haikus', '하이쿠즈'
 'hail', '헤일'
 'hailand', '헤이런드'
 'haile', '하이리'
 'haile', '헤일'
 'hailed', '헤일드'
 'hailes', '하이리즈'
 'hailes', '헤일즈'
 'hailey', '헤이리'
 'hailing', '헤이링'
 'hails', '헤일즈'
 'hailstone', '헤일스토운'
 'hailstones', '헤일스토운즈'
 'hailstorm', '헤일스토름'
 'haim', '하임'
 'haim', '헤임'
 'haimes', '헤임즈'
 'haimovitch', '헤이머비치'
 'haimovitz', '헤이머비츠'
 'haimowitz', '하이머오이츠'
 'hain', '헤인'
 'hainan', '헤이넌'
 'hainer', '헤이너'
 'haines', '헤인즈'
 'hainey', '헤이니'
 'hainley', '헤인리'
 'hainline', '헤인라인'
 'hains', '헤인즈'
 'hainsworth', '헤인소어스'
 'hair', '헤르'
" ""hair's""", '헤르즈'
 'haircut', '헤르커트'
 'haircuts', '헤르커츠'
 'hairdo', '헤르두'
 'hairdos', '헤르두즈'
 'hairdresser', '헤르드레서'
 'hairdressers', '헤르드레서즈'
 'hairdressing', '헤르드레싱'
 'haire', '헤르'
 'haired', '헤르드'
 'hairfield', '헤르필드'
 'hairgrove', '하이르그러브'
 'hairiness', '헤리너스'
 'hairless', '헤르러스'
 'hairline', '헤르라인'
 'hairr', '헤르'
 'hairs', '헤르즈'
 'hairspray', '헤르스프레이'
 'hairston', '하이르스턴'
 'hairstyle', '헤르스타일'
 'hairy', '헤리'
 'haisley', '헤이즈리'
 'haislip', '하이스리프'
 'haist', '하이스트'
 'hait', '헤이트'
 'haith', '헤이스'
 'haithcock', '헤이스카크'
 'haiti', '헤이티'
" ""haiti's""", '헤이티즈'
 'haitian', '헤이시언'
 'haitians', '헤이시언즈'
 'haitien', '헤이시언'
 'haitiens', '헤이시언즈'
 'haitis', '헤이티즈'
 'haizlip', '헤이즈리프'
 'hajdu', '하이두'
 'hajduk', '하이더크'
 'hajek', '하이에크'
 'hajime', '하지미'
 'hajj', '해지'
 'hajjar', '하이아르'
 'hakala', '허카러'
 'hakan', '하컨'
 'hakan', '헤이컨'
 'hakanson', '해컨선'
 'hake', '헤이크'
 'hakeem', '하킴'
" ""hakeem's""", '하킴즈'
 'hakes', '헤이크스'
 'hakim', '아킴'
 'hakim', '하킴'
" ""hakim's""", '아킴즈'
" ""hakim's""", '하킴즈'
 'hakki', '해키'
 'hakko', '해코우'
 'hakon', '해컨'
 'hakuhodo', '하쿠호우도우'
 'hal', '핼'
" ""hal's""", '핼즈'
 'halama', '하라머'
 'halamandaris', '해러맨더이스'
 'halas', '하러즈'
 'halasz', '하러슈'
 'halbach', '핼바크'
 'halberg', '핼버그'
 'halberstadt', '핼버슈태트'
 'halberstam', '핼버스탬'
 'halbert', '핼버트'
 'halbig', '핼비그'
 'halbrook', '핼브루크'
 'halbrooks', '핼브루크스'
 'halbur', '핼버'
 'halbutogullari', '핼부토우구라리'
 'halcion', '핼시언'
" ""halcion's""", '핼시언즈'
 'halcomb', '핼컴'
 'halcyon', '핼시언'
 'halcyone', '핼시오운'
 'hald', '홀드'
 'haldan', '핼던'
 'haldana', '헐대너'
 'haldeman', '할더먼'
 'haldeman', '할드먼'
" ""haldeman's""", '할더먼즈'
" ""haldeman's""", '할드먼즈'
 'halden', '홀던'
 'halder', '홀더'
 'halderman', '홀더먼'
 'hale', '헤일'
" ""hale's""", '헤일즈'
 'halebopp', '하일보프'
 'halen', '헤이렌'
 'hales', '헤일즈'
 'halevi', '허레이비'
 'halevi', '허리비'
 'haley', '헤이리'
" ""haley's""", '헤이리즈'
 'half', '해프'
" ""half's""", '해프스'
 'half-baked', '해프베이크트'
 'half-cock', '해프카크'
 'half-cocked', '해프카크트'
 'half-dozen', '해프더전'
 'half-hearted', '해프하르티드'
 'half-hour', '해파우어'
 'half-time', '해프타임'
 'halfacre', '해페이커'
 'halfback', '해프배크'
 'halfbacks', '해프배크스'
 'halfdan', '핼프던'
 'halferty', '해퍼티'
 'halfhearted', '해프하르티드'
 'halfhill', '해프힐'
 'halfman', '해프먼'
 'halfmann', '해프먼'
 'halford', '해퍼드'
 'halfrida', '해프리더'
 'halftime', '해프타임'
 'halftimes', '해프타임즈'
 'halftone', '해프토운'
 'halftones', '해프토운즈'
 'halfway', '해풰이'
 'halfwit', '해포이트'
 'halfwits', '해포이츠'
 'halgren', '핼그렌'
 'haliburton', '해리버턴'
 'halibut', '해러버트'
 'halide', '해라이드'
 'halifa', '허리퍼'
 'halifax', '해리패크스'
 'halik', '해리크'
 'halima', '허리머'
 'halimeda', '하리메이더'
 'halite', '해라이트'
 'halko', '핼코우'
 'hall', '홀'
" ""hall's""", '홀즈'
 'halla', '해러'
 'halladay', '해러데이'
 'hallahan', '해러핸'
 'hallam', '해럼'
 'hallanan', '해러넌'
 'hallandale', '해런데일'
 'hallas', '해러즈'
 'hallauer', '해라우어'
 'hallbauer', '홀바우르'
 'hallberg', '홀버그'
 'halle', '핼'
 'halle', '해리'
 'halleck', '해리크'
 'hallelujah', '해러루이어'
 'hallen', '호런'
 'hallenbeck', '호런베크'
 'haller', '호러'
 'halleran', '해러앤'
 'hallet', '해리트'
 'hallett', '해리트'
 'halley', '해리'
 'halley', '헤이리'
 'hallford', '핼퍼드'
 'hallgarten', '홀가르턴'
 'hallgren', '핼그렌'
 'halliburton', '해리버턴'
" ""halliburton's""", '해리버턴즈'
 'halliciforn', '허리시포른'
 'halliday', '해리데이'
 'hallie', '호리'
 'halligan', '해리건'
 'hallin', '해린'
 'hallinan', '해리넌'
 'halling', '호링'
 'hallingby', '호링비'
 'hallisey', '해리시'
 'hallman', '홀먼'
 'hallmark', '할마르크'
" ""hallmark's""", '홀마르크스'
 'hallmarks', '홀마르크스'
 'hallock', '해러크'
 'halloran', '해러언'
 'hallow', '해로우'
 'halloway', '해로우웨이'
" ""hallowe'en""", '해러윈'
 'hallowed', '해로우드'
 'halloween', '해러윈'
" ""halloween's""", '해러윈즈'
 'hallowell', '해러오엘'
 'hallows', '해로우즈'
 'hallquist', '핼쿠이스트'
 'halls', '홀즈'
 'hallstrom', '핼스트럼'
 'hallucinate', '허루서네이트'
 'hallucinated', '허루서네이티드'
 'hallucinates', '허루서네이츠'
 'hallucinating', '허루서네이팅'
 'hallucinating', '허루시네이팅'
 'hallucination', '허루서네이시언'
 'hallucinations', '허루서네이시언즈'
 'hallucinatory', '허루서너토리'
 'hallucinogenic', '허루서너제니크'
 'hallum', '해럼'
 'hallums', '해럼즈'
 'hallward', '호로어드'
 'hallway', '호뤠이'
 'hallways', '호뤠이즈'
 'hallwood', '호로우드'
 'hally', '해리'
 'halm', '함'
 'halmi', '홀미'
 'halmos', '홀모우스'
 'halmstad', '할ㅁ스태드'
 'halo', '헤이로우'
 'halogen', '해러전'
 'halogenate', '해러저네이트'
 'halogenated', '해러저네이티드'
 'halon', '헤이란'
 'halophytic', '해러피티크'
 'halos', '헤이로우즈'
 'halper', '핼퍼'
 'halperin', '핼퍼인'
 'halperin', '핼프린'
 'halpern', '핼펀'
 'halperstant', '핼퍼스턴트'
 'halpert', '핼퍼트'
 'halpin', '핼핀'
 'halprin', '핼프린'
 'halsell', '핼설'
 'halseth', '핼시스'
 'halsey', '핼시'
 'halstead', '핼스테드'
 'halsted', '핼스티드'
 'halston', '홀스턴'
" ""halston's""", '홀스턴즈'
 'halt', '홀트'
 'halted', '홀터드'
 'halted', '홀티드'
 'halteman', '헤일트먼'
